Date,Soil Moisture (10 cm) (%),Soil Moisture (20 cm) (%),Soil Moisture (30 cm) (%),Plant Age (years),Temperature (°C),Humidity (%),Rainfall (mm),Rain Status (0/1),Soil Type,Soil Type (Numeric),Coconut Count
1936-07-31,28.63333333333333,37.83333333333333,46.5,3,29.966666666666672,70.60000000000001,3.0625,0,Sandy Loam,2,474.0
1936-08-31,26.299999999999994,35.43333333333333,42.166666666666664,7,31.733333333333338,72.60000000000001,3.1291666666666664,1,Sandy Loam,2,451.0
1936-09-30,26.83333333333333,37.099999999999994,35.53333333333333,9,30.100000000000005,73.43333333333334,2.6625,0,Sandy Loam,2,455.0
1936-10-31,27.099999999999994,30.899999999999995,36.85,3,28.566666666666674,74.7,0.3333333333333333,0,Sandy Loam,2,460.0
1936-11-30,26.86666666666666,33.36666666666667,41.31666666666666,8,28.566666666666674,70.89999999999999,0.0,0,Sandy Loam,2,467.0
1936-12-31,33.26666666666666,31.366666666666664,40.25,4,31.33333333333334,70.83333333333333,0.19999999999999998,0,Red Yellow Podzolic,4,488.3333333333333
1937-01-31,25.799999999999994,37.99999999999999,43.099999999999994,8,33.16666666666668,68.63333333333333,0.19999999999999998,0,Red Yellow Podzolic,4,512.3333333333334
1937-02-28,24.766666666666662,38.66666666666666,42.26666666666666,7,31.83333333333334,72.36666666666666,0.2333333333333333,0,Red Yellow Podzolic,4,547.6666666666666
1937-03-31,16.699999999999992,53.57499999999999,40.93333333333333,7,31.366666666666674,71.69999999999999,0.03333333333333333,0,Sandy Loam,2,555.3333333333334
1937-04-30,22.466666666666658,49.34166666666666,35.46666666666666,9,30.96666666666667,74.8,0.03333333333333333,0,Sandy Loam,2,545.3333333333334
1937-05-31,22.699999999999992,48.14166666666666,34.8,2,31.733333333333334,72.43333333333334,0.26666666666666666,0,Sandy Loam,2,520.3333333333334
1937-06-30,25.799999999999994,40.56666666666666,38.233333333333334,2,29.233333333333338,73.3,0.26666666666666666,0,Sandy Loam,2,504.6666666666667
1937-07-31,24.266666666666662,37.76666666666666,42.79999999999999,3,29.233333333333338,69.6,0.5,0,Sandy Loam,2,481.6666666666667
1937-08-31,25.66666666666666,31.833333333333325,38.06666666666666,1,28.86666666666667,72.16666666666667,0.9,0,Sandy Loam,2,462.0
1937-09-30,27.299999999999994,26.23333333333333,43.03333333333333,5,29.3,70.43333333333332,0.9,0,Alluvial,5,450.3333333333333
1937-10-31,23.33333333333333,29.66666666666666,43.5,7,26.26666666666667,71.03333333333333,0.6666666666666666,0,Alluvial,5,464.0
1937-11-30,27.399999999999995,37.49999999999999,53.53333333333333,4,28.0,66.03333333333332,2.329166666666667,1,Alluvial,5,488.0
1937-12-31,28.966666666666658,36.9,49.81666666666666,3,29.36666666666667,66.7,3.0625,1,Alluvial,5,510.0
1938-01-31,32.166666666666664,35.699999999999996,47.54999999999999,8,30.600000000000005,68.7,3.4958333333333336,0,Alluvial,5,526.6666666666666
1938-02-28,31.199999999999992,31.899999999999995,48.78333333333333,3,29.83333333333334,73.86666666666666,1.6333333333333335,0,Sandy Loam,2,533.0
1938-03-31,31.066666666666663,35.49999999999999,50.099999999999994,7,28.533333333333342,74.0,1.5333333333333332,0,Sandy Loam,2,541.0
1938-04-30,34.56666666666666,33.03333333333333,55.43333333333333,4,29.466666666666672,71.76666666666665,1.0999999999999999,0,Sandy Loam,2,537.3333333333334
1938-05-31,33.96666666666666,35.4,49.56666666666666,8,30.866666666666674,69.39999999999999,1.0666666666666667,0,Sandy Loam,2,529.0
1938-06-30,24.133333333333326,33.23333333333333,51.166666666666664,8,32.366666666666674,71.96666666666665,2.7625000000000006,0,Sandy Loam,2,500.0
1938-07-31,21.833333333333325,32.56666666666666,41.4,3,30.63333333333334,73.69999999999999,2.7625000000000006,1,Sandy Loam,2,476.3333333333333
1938-08-31,21.433333333333326,29.433333333333326,42.333333333333336,1,28.83333333333334,73.86666666666666,2.329166666666667,0,Sandy Loam,2,455.6666666666667
1938-09-30,26.299999999999994,28.266666666666662,33.63333333333333,3,29.133333333333336,71.56666666666666,0.6333333333333336,0,Lateritic,1,449.3333333333333
1938-10-31,27.99999999999999,30.466666666666658,41.633333333333326,7,30.233333333333338,70.66666666666667,1.2000000000000002,0,Sandy Loam,2,450.3333333333333
1938-11-30,31.99999999999999,26.399999999999995,38.86666666666667,5,30.100000000000005,71.96666666666667,1.2000000000000002,0,Sandy Loam,2,461.6666666666667
1938-12-31,35.83333333333332,26.566666666666663,44.333333333333336,1,27.36666666666667,72.43333333333334,0.566666666666667,0,Sandy Loam,2,485.6666666666667
1939-01-31,33.99999999999999,30.399999999999995,35.76666666666666,5,27.66666666666667,71.39999999999999,0.0,0,Sandy Loam,2,513.6666666666666
1939-02-28,26.56666666666666,29.33333333333333,36.26666666666666,1,27.733333333333338,70.89999999999999,2.329166666666667,0,Sandy Loam,2,542.0
1939-03-31,24.599999999999994,28.266666666666662,31.83333333333333,7,31.13333333333334,70.8,2.6291666666666673,1,Sandy Loam,2,554.0
1939-04-30,24.56666666666666,24.599999999999994,30.16666666666666,7,30.500000000000004,68.63333333333333,4.362500000000001,1,Sandy Loam,2,552.3333333333334
1939-05-31,25.69999999999999,31.766666666666662,34.73333333333333,3,31.26666666666667,67.73333333333333,2.4666666666666672,1,Red Yellow Podzolic,4,529.6666666666666
1939-06-30,28.333333333333325,34.633333333333326,43.099999999999994,5,29.33333333333334,67.86666666666667,2.733333333333334,0,Red Yellow Podzolic,4,492.3333333333333
1939-07-31,26.23333333333333,37.39999999999999,51.73333333333333,3,30.3,71.06666666666666,1.4666666666666668,0,Alluvial,5,462.6666666666667
1939-08-31,30.799999999999994,39.26666666666666,46.66666666666666,1,30.26666666666667,69.86666666666666,1.0333333333333337,0,Alluvial,5,450.6666666666667
1939-09-30,30.966666666666658,41.79999999999999,40.599999999999994,2,30.83333333333334,69.26666666666667,0.46666666666666695,0,Alluvial,5,465.3333333333333
1939-10-31,33.76666666666666,40.9,43.833333333333336,4,29.133333333333336,67.56666666666666,0.0,0,Sandy Loam,2,476.3333333333333
1939-11-30,29.599999999999994,34.066666666666656,45.56666666666666,4,30.000000000000004,68.76666666666665,0.1000000000000003,0,Sandy Loam,2,489.1666666666667
1939-12-31,30.466666666666658,32.66666666666666,43.0,5,28.36666666666667,71.8,2.429166666666667,0,Sandy Loam,2,498.8333333333333
1940-01-31,29.099999999999994,29.199999999999992,33.133333333333326,4,29.76666666666667,72.13333333333333,2.429166666666667,1,Sandy Loam,2,514.1666666666666
1940-02-29,29.699999999999992,28.966666666666658,38.699999999999996,7,28.66666666666667,70.3,4.658333333333334,0,Sandy Loam,2,535.3333333333334
1940-03-31,29.99999999999999,25.533333333333328,46.633333333333326,7,31.3,67.3,2.9625000000000004,1,Sandy Loam,2,552.6666666666666
1940-04-30,28.899999999999995,23.36666666666666,51.199999999999996,3,28.0,66.36666666666666,3.395833333333334,0,Sandy Loam,2,558.0
1940-05-31,30.266666666666662,20.333333333333325,48.36666666666667,4,26.500000000000004,70.7,2.6,0,Sandy Loam,2,536.3333333333334
1940-06-30,35.22916666666666,23.99999999999999,39.4,7,26.700000000000006,69.86666666666667,1.9666666666666668,1,Lateritic,1,513.6666666666666
1940-07-31,37.99583333333333,27.466666666666658,39.46666666666666,4,29.733333333333338,73.60000000000001,1.866666666666667,0,Lateritic,1,482.6666666666667
1940-08-31,37.99583333333333,34.49999999999999,40.73333333333333,9,30.033333333333342,69.2,0.33333333333333365,0,Lateritic,1,468.0
1940-09-30,27.599999999999994,31.833333333333325,42.49999999999999,3,28.566666666666674,70.06666666666668,0.33333333333333365,0,Alluvial,5,459.0
1940-10-31,26.49999999999999,36.76666666666666,43.199999999999996,5,28.300000000000008,69.8,0.0,0,Alluvial,5,462.0
1940-11-30,31.033333333333328,31.599999999999994,45.0,5,28.700000000000006,68.66666666666667,2.329166666666667,0,Cinnamon Sand,3,476.0
1940-12-31,29.999999999999996,36.666666666666664,52.03333333333333,8,29.8,70.73333333333333,2.329166666666667,1,Cinnamon Sand,3,492.3333333333333
1941-01-31,26.16666666666666,33.166666666666664,50.73333333333333,9,29.900000000000006,69.89999999999999,2.5291666666666672,0,Cinnamon Sand,3,520.6666666666666
1941-02-28,17.133333333333326,33.39999999999999,48.99999999999999,6,29.26666666666667,73.13333333333333,2.5291666666666672,0,Cinnamon Sand,3,536.0
1941-03-31,16.766666666666662,30.19999999999999,43.9,2,27.433333333333337,72.16666666666667,2.5291666666666672,1,Cinnamon Sand,3,541.6666666666666
1941-04-30,20.533333333333328,34.39999999999999,43.333333333333336,2,26.566666666666674,69.43333333333334,4.658333333333334,0,Lateritic,1,533.6666666666666
1941-05-31,26.666666666666657,40.39999999999999,39.43333333333333,5,28.066666666666674,66.63333333333334,2.6291666666666673,1,Lateritic,1,520.0
1941-06-30,32.566666666666656,43.99999999999999,43.06666666666666,4,27.83333333333334,66.73333333333333,2.6291666666666673,0,Lateritic,1,495.6666666666667
1941-07-31,28.89999999999999,42.033333333333324,38.699999999999996,4,28.900000000000006,65.96666666666667,0.3000000000000003,0,Lateritic,1,481.0
1941-08-31,28.399999999999988,35.26666666666666,42.533333333333324,1,28.133333333333336,71.86666666666666,0.4333333333333336,0,Lateritic,1,463.6666666666667
1941-09-30,23.433333333333323,34.89999999999999,39.56666666666666,9,30.333333333333332,72.76666666666667,1.0333333333333337,1,Red Yellow Podzolic,4,467.3333333333333
1941-10-31,23.466666666666658,35.066666666666656,44.833333333333336,4,32.00000000000001,78.19999999999999,1.2000000000000004,0,Cinnamon Sand,3,465.0
1941-11-30,25.633333333333326,37.29999999999999,38.79999999999999,1,33.400000000000006,78.10000000000001,0.8333333333333336,0,Cinnamon Sand,3,472.6666666666667
1941-12-31,32.33333333333332,29.866666666666656,39.46666666666666,1,32.26666666666667,74.36666666666667,0.4333333333333336,0,Cinnamon Sand,3,491.0
1942-01-31,34.86666666666665,22.699999999999992,50.69999999999999,7,31.233333333333338,71.26666666666667,0.4333333333333336,0,Cinnamon Sand,3,520.3333333333334
1942-02-28,34.43333333333332,21.299999999999994,54.83333333333332,2,29.83333333333334,71.16666666666667,1.0000000000000002,0,Sandy Loam,2,538.0
1942-03-31,29.99999999999999,27.89999999999999,52.23333333333333,2,28.433333333333337,69.10000000000001,2.366666666666667,1,Alluvial,5,540.6666666666666
1942-04-30,30.733333333333324,30.366666666666656,43.06666666666666,4,29.400000000000006,72.16666666666667,4.529166666666668,1,Alluvial,5,529.6666666666666
1942-05-31,29.166666666666657,33.66666666666666,46.9,5,28.533333333333335,69.06666666666666,4.129166666666667,1,Alluvial,5,519.3333333333334
1942-06-30,28.69999999999999,34.69999999999999,53.0,4,28.700000000000003,74.66666666666667,2.6625000000000005,0,Alluvial,5,497.0
1942-07-31,27.633333333333326,33.966666666666654,49.9,8,26.566666666666666,73.96666666666665,0.33333333333333365,0,Alluvial,5,469.3333333333333
1942-08-31,26.666666666666657,35.466666666666654,45.533333333333324,5,29.433333333333337,70.96666666666667,2.429166666666667,0,Alluvial,5,457.3333333333333
1942-09-30,27.366666666666656,31.833333333333325,40.26666666666666,4,31.433333333333337,71.43333333333332,2.7291666666666674,1,Alluvial,5,502.0
1942-10-31,29.233333333333324,37.19999999999999,46.83333333333332,3,33.26666666666667,72.93333333333334,4.795833333333334,0,Alluvial,5,516.3333333333334
1942-11-30,27.99999999999999,32.96666666666666,41.93333333333333,7,31.933333333333337,77.86666666666667,2.4666666666666672,1,Alluvial,5,530.3333333333334
1942-12-31,30.233333333333324,30.933333333333323,45.96666666666666,9,30.733333333333338,77.73333333333333,2.1333333333333337,0,Red Yellow Podzolic,4,505.3333333333333
1943-01-31,30.09999999999999,31.09999999999999,45.73333333333333,1,30.133333333333336,73.53333333333335,1.166666666666667,0,Lateritic,1,527.0
1943-02-28,29.133333333333326,34.66666666666665,52.833333333333336,4,30.233333333333338,74.53333333333335,1.9000000000000004,1,Lateritic,1,541.0
1943-03-31,26.433333333333323,38.466666666666654,54.4,5,29.833333333333332,68.46666666666668,4.1625000000000005,0,Lateritic,1,547.3333333333334
1943-04-30,28.36666666666666,33.23333333333332,53.46666666666666,8,30.666666666666668,72.5,5.391666666666667,1,Lateritic,1,539.3333333333334
1943-05-31,27.433333333333326,32.43333333333332,51.166666666666664,4,29.3,66.39999999999999,4.658333333333334,1,Lateritic,1,522.6666666666666
1943-06-30,27.566666666666663,33.99999999999999,46.83333333333332,7,31.900000000000006,68.46666666666665,4.658333333333334,1,Lateritic,1,501.3333333333333
1943-07-31,22.866666666666656,36.73333333333333,45.43333333333333,2,30.733333333333338,67.16666666666667,2.329166666666667,1,Lateritic,1,482.0
1943-08-31,24.19999999999999,40.73333333333332,40.9,4,30.83333333333334,69.43333333333332,4.658333333333334,0,Lateritic,1,473.6666666666667
1943-09-30,23.733333333333324,33.466666666666654,41.066666666666656,5,28.400000000000002,70.26666666666667,4.658333333333334,1,Lateritic,1,467.6666666666667
1943-10-31,28.06666666666666,32.99999999999999,36.26666666666666,4,26.700000000000003,66.36666666666666,4.658333333333334,1,Lateritic,1,472.6666666666667
1943-11-30,34.39999999999999,28.03333333333332,41.199999999999996,5,28.333333333333332,65.09999999999998,2.8625000000000007,0,Lateritic,1,482.3333333333333
1943-12-31,35.69999999999999,29.666666666666657,36.9,2,27.96666666666667,67.56666666666666,2.7000000000000006,1,Lateritic,1,506.6666666666667
1944-01-31,33.533333333333324,30.699999999999992,39.199999999999996,1,28.833333333333332,68.66666666666667,5.029166666666668,1,Lateritic,1,524.0
1944-02-29,30.266666666666655,35.49999999999999,41.53333333333333,3,27.100000000000005,71.7,4.562500000000001,1,Sandy Loam,2,541.6666666666666
1944-03-31,30.49999999999999,37.86666666666665,45.43333333333333,2,28.066666666666674,69.09999999999998,4.725000000000001,0,Alluvial,5,551.3333333333334
1944-04-30,31.03333333333332,48.70833333333332,46.23333333333333,3,28.8,69.73333333333333,2.6291666666666678,1,Alluvial,5,542.6666666666666
1944-05-31,26.366666666666656,47.408333333333324,36.96666666666666,3,28.46666666666667,67.26666666666665,2.562500000000001,0,Cinnamon Sand,3,520.0
1944-06-30,21.633333333333326,47.30833333333333,42.76666666666666,9,29.366666666666664,71.19999999999999,0.23333333333333392,0,Cinnamon Sand,3,488.3333333333333
1944-07-31,23.433333333333326,37.533333333333324,38.66666666666666,6,29.733333333333334,73.96666666666665,0.43333333333333396,0,Cinnamon Sand,3,466.6666666666667
1944-08-31,25.933333333333323,33.23333333333333,47.53333333333333,5,31.599999999999998,77.10000000000001,0.43333333333333396,0,Sandy Loam,2,458.6666666666667
1944-09-30,27.733333333333324,36.533333333333324,44.53333333333333,6,30.000000000000004,74.23333333333333,2.5000000000000004,0,Sandy Loam,2,454.3333333333333
1944-10-31,20.09999999999999,35.79999999999999,49.06666666666666,6,31.033333333333342,71.69999999999999,2.0666666666666673,1,Sandy Loam,2,462.3333333333333
1944-11-30,22.733333333333324,34.86666666666665,41.766666666666666,4,30.000000000000004,71.73333333333333,2.0666666666666673,0,Sandy Loam,2,480.3333333333333
1944-12-31,29.299999999999994,35.133333333333326,43.166666666666664,9,30.66666666666667,69.49999999999999,0.0,0,Sandy Loam,2,501.0
1945-01-31,37.26666666666666,30.49999999999999,45.333333333333336,7,27.400000000000002,71.49999999999999,0.0,0,Sandy Loam,2,527.3333333333334
1945-02-28,36.36666666666665,36.06666666666666,50.199999999999996,3,28.433333333333337,69.66666666666666,0.0,0,Sandy Loam,2,556.6666666666666
1945-03-31,36.33333333333332,35.73333333333333,52.699999999999996,1,27.433333333333337,70.66666666666666,1.733333333333334,0,Sandy Loam,2,573.6666666666666
1945-04-30,33.26666666666666,37.533333333333324,50.333333333333336,9,30.36666666666667,71.76666666666667,2.033333333333334,1,Sandy Loam,2,572.0
1945-05-31,29.166666666666657,30.333333333333325,48.73333333333333,3,29.46666666666667,73.93333333333332,4.333333333333335,0,Sandy Loam,2,531.6666666666666
1945-06-30,24.933333333333323,30.266666666666655,41.86666666666667,5,31.200000000000003,74.36666666666666,2.933333333333334,1,Sandy Loam,2,500.3333333333333
1945-07-31,26.933333333333323,35.66666666666666,34.73333333333333,9,29.86666666666667,72.96666666666667,2.9666666666666672,0,Lateritic,1,474.3333333333333
1945-08-31,29.49999999999999,45.066666666666656,29.13333333333333,7,29.066666666666666,71.43333333333334,0.9333333333333339,0,Lateritic,1,469.3333333333333
1945-09-30,29.799999999999986,40.73333333333333,31.049999999999997,1,27.66666666666667,70.1,0.6000000000000006,0,Lateritic,1,475.0
1945-10-31,29.666666666666657,43.533333333333324,37.21666666666666,7,26.900000000000002,71.26666666666667,0.9000000000000007,0,Lateritic,1,483.0
